SRA_accession_code	GEO_accession_code	pubmed_id	pmcid
SRP200654	GSE132300	31332193	PMC6646406
SRP197688			
SRP173388	GSE123782	31653857	PMC6814756
ERP111852			
SRP049409	GSE62854	25573754	PMC4396614
SRP190168	GSE129221	31073278	PMC6498592
SRP136057	GSE112057	29950172	PMC6020373
SRP059039	GSE69529	29377961	PMC5788382
SRP183188	GSE116256	30827681	PMC6515904
SRP140491	GSE113170		
GSE40784	E-GEOD-40784	23101621	PMC3505597
SRP193477	GSE130189	31358986	PMC6814535
SRP190210	GSE129241	31155484	PMC6609489
SRP179030	GSE125024	31294790	PMC6735767
SRP174659	GSE124474	31263279	
ERP115228			
ERP005909			
SRP164734	GSE121007		
SRP108237	GSE99389	28542576	PMC5456411
SRP133083			
SRP073286	GSE80264	27162029	PMC5116380
SRP173390	GSE123812	31359002	PMC6689255
ERP010553			
SRP051468	GSE64413	25710169	PMC4339584
SRP186639			
SRP149898	GSE115404	30018341	PMC6050223
SRP174505	GSE124396		
SRP071981			
SRP134965	GSE111723	30127357	
SRP043320	GSE58586		
SRP173190	GSE123496	31040210	PMC6525478
SRP095330	GSE92541	28351983	PMC5379982
SRP187105	GSE127530	31473510	
SRP155988	GSE117988	30250229	PMC6155241
SRP145674			
SRP144491	GSE114007	30081074	PMC6245598
SRP144016	GSE113849	31178116	PMC6599575
SRP118983			
SRP151605	GSE116413	31270318	PMC6610634
SRP092533	GSE89484	29301935	PMC5818173
SRP052763			
SRP136599	GSE112412	29848550	PMC6066298
SRP127319	GSE108382	30061114	PMC6120620
SRP038702	GSE55215	24722255	PMC3983035
SRP106855	GSE98797	29724193	PMC5934884
SRP188416	GSE128291	31178143	
SRP112608	GSE101541	29769258	PMC5991599
SRP035454			
SRP018552	GSE44256	23475073	PMC3622153
SRP149119	GSE114976	30686581	PMC6456036
SRP182839			
SRP001558	GSE17274	20009012	PMC2813474
SRP093357		28183804	PMC5388551
SRP034008	GSE53279	25146723	
SRP147456	GSE114519	30791937	PMC6383285
GSE44931	E-GEOD-44931	23582323	PMC3760967
SRP166012			
SRP188861			
SRP145260	GSE114286	30341238	PMC6250808
SRP079153	GSE84661	28805829	PMC5715812
GSE54000	E-GEOD-54000	25263595	PMC4224636
SRP176282	GSE124711	30567979	PMC6401440
SRP162356	GSE120328	30546079	PMC6558280
SRP117227			
SRP135900	GSE111968	29984361	PMC6034714
SRP109088			
SRP135788	GSE111876	29627388	PMC5952354
SRP013224	GSE38006	21933919	PMC3175625
SRP161185	GSE119767	30341336	PMC6195505
SRP160391	GSE119669	31489945	PMC6769943
SRP149027			
SRP066865	GSE75591	26542979	PMC4867233
SRP016003	GSE41357	22927820	PMC3426530
SRP073158	GSE80167	27184080	
SRP139932	GSE113117	31350386	PMC6659673
SRP154566			
SRP100633	GSE95295	28821654	PMC5597980
SRP150763	GSE115941	29993333	PMC6916123
SRP162331	GSE120298	30718512	PMC6361890
SRP142075	GSE113494	29915358	
SRP148829			
SRP151738			
SRP094926	GSE92244	29358086	PMC5830947
SRP113495	GSE101824	29610297	PMC5910826
SRP127343	GSE108388	31427792	PMC6952272
SRP170415	GSE122848	31218575	
SRP150229	GSE115594	30478423	
SRP114568	GSE102141	28928284	PMC5612257
SRP193027	GSE130058	31233755	
SRP096025	GSE93133	28108655	PMC5416902
SRP189773	GSE129002		
SRP048647			
GSE59435	E-GEOD-59435	25090446	PMC4184977
SRP035452			
SRP086669			
SRP049695			
SRP135760	GSE111867		
SRP032743	GSE52133	24239284	PMC3982312
SRP149989	GSE115469	30348985	PMC6197289
SRP150620	GSE115853	31332348	
GSE62726	E-GEOD-62726	25416950	PMC4243043
GSE56601	E-GEOD-56601	25690899	PMC4357708
SRP032989	GSE52367	24774536	PMC4055106
SRP110035	GSE100322	29121253	PMC6018707
SRP101507	GSE95781	28967912	PMC5663216
SRP198666	GSE131355		
SRP055981			
SRP162332	GSE120299		
SRP012682			
ERP007111			
SRP130768		29465290	PMC5997142
SRP038918	GSE55321	26238561	PMC4595433
SRP003449		20843784	PMC3025567
SRP075709	GSE81848	28416141	
SRP167101	GSE121906	30894485	PMC6452706
SRP125625	GSE107334	30955890	PMC6478446
ERP024044			
SRP139763	GSE113046	31126997	
SRP173955	GSE124131		
SRP088609			
SRP096554	GSE93420	28576847	PMC5502465
SRP176423	GSE124733	30926388	
SRP150547			
SRP075253	GSE81484	29669761	
SRP119331	GSE104559	29362363	PMC5833419
SRP108951			
SRP080824	GSE85118		
SRP081599	GSE85567	27942592	PMC5139904
SRP100755	GSE95397	28375666	PMC5576583
SRP110774	GSE100673	29187833	PMC5694752
ERP112695			
SRP116261	GSE103075	29173899	PMC5785700
SRP174528	GSE124402	30852379	PMC6409414
SRP015640	GSE40705	23685885	PMC3821180
SRP074235	GSE80979	27226548	PMC4938192
SRP103811	GSE97655	28694456	PMC5504042
SRP143467	GSE113764	29909972	
SRP173264	GSE123603	30288360	PMC6169572
SRP158433	GSE118808	30635045	PMC6330472
SRP133442	GSE111085	29616851	PMC6214785
SRP011107			
SRP148096	GSE114573	30128299	PMC6098220
SRP045382	GSE60268	26053856	PMC4460012
SRP125008	GSE106910	29757681	PMC6173067
SRP125498	GSE107276	29354099	PMC5759036
ERP013606			
SRP095403	GSE92625	28939884	PMC5610324
SRP194102	GSE130416	31006620	PMC6509360
SRP077068	GSE83712	28669490	PMC5593798
SRP118314	GSE104050		
SRP176638	GSE124818	31043573	PMC7106486
SRP178197	GSE124907		
SRP132915	GSE110656	30078722	PMC6140332
SRP094482		28297712	
SRP096049	GSE89917	28826504	PMC5629025
SRP065200	GSE74241	26511500	PMC4683659
SRP155583			
SRP156344	GSE118124	30257949	PMC6187189
SRP142645	GSE113691	32383538	PMC7332980
SRP056822	GSE67528	27378147	PMC5215991
SRP169561	GSE122672	30814731	PMC6561087
SRP158502			
SRP151956	GSE116621		
SRP144003	GSE113839		
SRP135997	GSE112004	30860479	PMC6435319
SRP075776	GSE81955	27869122	PMC5121338
SRP194127	GSE130437	32344635	PMC7230561
ERP110161			
SRP103629			
ERP021353			
SRP041256	GSE56888	24845860	PMC4311773
SRP155347	GSE117699	30995481	PMC6484779
SRP032510	GSE52036	24971714	PMC4157967
SRP119844	GSE104874	29162437	PMC7007299
GSE101651	E-GEOD-101651		
SRP182116			
SRP194241	GSE130473	31350390	PMC6659636
SRP017597	GSE42980	28814270	PMC5559791
ERP112554			
SRP133817	GSE111332	30070637	PMC6158008
SRP076260	GSE83100	27617304	PMC5017158
SRP026706			
SRP147551	GSE114524	30622738	PMC6323118
SRP098906	GSE94547		
SRP187784	GSE127974		
SRP032279	GSE51799	25626709	PMC4592077
SRP022772	GSE46989	23963696	PMC3834804
SRP089874	GSE86920		
SRP042597	GSE58123	25860607	PMC4397979
SRP132898	GSE110641	30135090	PMC6169885
SRP188627	GSE128414	30964857	PMC6474637
SRP152859	GSE116807	30907728	PMC6447362
SRP148442	GSE114644	30593567	PMC6338862
SRP162342	GSE120306	31085228	
SRP189995	GSE129112	31150624	PMC7962621
SRP124462	GSE106605		
SRP087639	GSE86592	30375976	PMC6242549
SRP028873		21619637	PMC3126782
ERP109918			
SRP150244	GSE115616	30496141	PMC6355211
SRP099848	GSE94937	28837809	PMC5639711
SRP116042	GSE103016		
SRP035883	GSE54416	32555637	PMC7326280
SRP186205			
SRP140526	GSE113191	29760161	PMC6107877
SRP183467	GSE126049	31053596	PMC6545557
SRP201250	GSE132641	31356610	PMC6687205
SRP148760	GSE114789	30232101	PMC6239193
SRP188222	GSE128189	31043597	PMC6494866
SRP135249	GSE111752		
GSE64328	E-GEOD-64328	27050947	PMC4834057
SRP156436	GSE118148	30518851	PMC6281582
SRP187023			
SRP052771	GSE65193		
SRP090143	GSE87110	28041929	PMC5233594
SRP162760	GSE120579	31263060	PMC6686940
SRP120486	GSE105153	29709033	PMC5927403
SRP159467	GSE119387		
SRP166169			
SRP190923	GSE129362	32332873	PMC7181695
SRP129957			
SRP133590			
SRP069961	GSE77826	27341794	
SRP093311	GSE89701	29996945	PMC6042442
SRP136016	GSE112026	31097695	PMC6522544
SRP018020	GSE43586	23869956	PMC3927401
SRP042119	GSE57826	24999918	PMC4291073
SRP108772	GSE99776	30527760	PMC6335449
SRP099582	GSE94863	29202480	PMC5749518
SRP156398	GSE118135	30323341	
ERP014344			
SRP140795	GSE113165	30763167	PMC6589819
SRP148277	GSE114607	30240741	PMC6147238
SRP185707	GSE126451	30886146	PMC6423285
SRP148893	GSE114884	30030369	PMC6126666
SRP068722	GSE77088	26850658	PMC6836297
SRP171981	GSE123240	30861021	PMC6413938
SRP127320	GSE108383	30061114	PMC6120620
SRP064258	GSE73527	28264810	PMC5493476
SRP140918	GSE113333	29735417	PMC6013756
SRP071670	GSE79130	27940562	PMC5397152
SRP144742	GSE114111	29910151	PMC6035102
SRP077449	GSE83793	29728617	PMC5935725
SRP137715	GSE112749	30017589	PMC6456389
SRP078417	GSE84337	27677841	PMC5039708
SRP150447			
SRP059266	GSE69678	26669855	PMC4680874
SRP068829	GSE77166	26907498	PMC4824011
SRP067036	GSE75748	27534536	PMC4989499
SRP062609			
SRP102139	GSE96788	29280310	PMC5788881
SRP151048	GSE116131	30139873	PMC6365305
SRP074369	GSE81106		
ERP008593			
SRP057758	GSE68358	26153859	PMC4650274
ERP012914			
SRP079954	GSE84884	27732952	PMC5340127
SRP155199	GSE117646	30082275	PMC6122978
SRP072919	GSE79968	27880818	PMC5120958
SRP045671	GSE60599	25278612	
SRP128693	GSE108928	29502955	PMC5881394
SRP102019	GSE96715	29262348	PMC5772172
SRP045441	GSE60340	25483067	PMC4615143
SRP103483			
SRP132943	GSE110686	29942092	
SRP199155			
SRP153175	GSE117012	30927045	PMC6525710
SRP189259			
SRP115192	GSE102481	29408900	PMC5800665
SRP057613	GSE68219	26175417	PMC4518499
SRP115534	GSE102713	29763523	
ERP011491			
SRP155569	GSE117824	31270458	PMC6782071
SRP152509	GSE116713	30463900	PMC6295166
SRP151960	GSE116622	30003873	PMC6103746
DRP004730			
SRP136577	GSE112404	29791852	PMC6204233
SRP120502	GSE105170	31160600	PMC6547686
SRP125487	GSE107273	29431914	PMC5827750
SRP166972	GSE121871	30398927	PMC6519857
SRP092402	GSE89403	29050771	PMC5658513
SRP154125	GSE117211	30846463	PMC6432662
SRP142438	GSE113573	30079402	PMC6071836
SRP151044	GSE116126	30917308	
SRP041736		25086649	PMC4191988
SRP009911		25186727	PMC4353498
SRP103740	GSE97513	29326336	PMC5795782
SRP155414			
SRP151453	GSE116332	30380407	
SRP100900	GSE95542	28651114	PMC5581994
SRP106804			
SRP083140	GSE86153	28445462	PMC5659341
SRP013627	GSE38605	24065776	PMC3875865
SRP095675	GSE92920		
SRP153060	GSE116927	30640172	PMC6355221
SRP077872	GSE83990	29244788	PMC5750478
SRP070466	GSE78042	27625591	PMC5003873
SRP187206	GSE127713		
SRP066083	GSE74924	27163634	PMC5114448
SRP057996	GSE68535	28717175	PMC5514023
SRP052162			
SRP118776	GSE104177	28974548	
SRP093782	GSE90008		
SRP198244	GSE131090	31175140	PMC6683991
SRP010670	GSE35464	24067902	PMC6590711
SRP095160	GSE92430	28301039	
SRP034920			
SRP099217	GSE94783	28530711	
SRP186314	GSE126780	31721781	PMC6853288
SRP069864	GSE77784	27768893	
SRP113456	GSE101799	31779235	PMC6966513
SRP188714	GSE128462		
SRP116935	GSE103494	30991027	PMC6812656
SRP183757	GSE126109	31048689	PMC6497655
SRP195488	GSE130729	27353960	
SRP063533	GSE72868		
SRP162148	GSE120192	30854394	PMC6402362
SRP131089	GSE109320		
SRP169574	GSE122679		
SRP092354	GSE89355	29868120	PMC5964199
ERP023414			
SRP030660	GSE51327	26435696	PMC4582154
SRP126958	GSE108221	29199959	PMC5728719
SRP173814	GSE124057	31564645	PMC6829750
SRP042020	GSE57710	25104425	PMC4197963
SRP113012	GSE101655	30840882	PMC6585464
SRP171625	GSE123172		
SRP105352	GSE98296		
SRP137051	GSE112662	31527679	PMC6746701
SRP133598	GSE111203	30796839	PMC6542340
SRP116338	GSE103201	29769440	PMC6012507
SRP108236			
SRP156739	GSE118292	30765463	PMC6400535
SRP100032	GSE94969	28235773	PMC5380377
SRP151097			
SRP108597	GSE99662	29973527	PMC6070955
SRP100993	GSE95623	29180807	PMC5815369
SRP038938	GSE55343		
SRP149834	GSE115383	30973878	PMC6478348
SRP092325			
SRP158356			
SRP101877	GSE96605	29109710	PMC5660061
SRP120496	GSE105161	29463564	PMC6061932
SRP112700	GSE101555	32541927	PMC7296029
SRP133635			
SRP174413	GSE124340	30715761	
ERP109534			
SRP111541	GSE101182	29222335	PMC5798306
SRP096257			
SRP043090	GSE58379	24898756	PMC4073284
SRP090315	GSE87247	29177513	PMC5850302
SRP172824	GSE123477	31147539	PMC6542800
SRP049370	GSE62804		
SRP165962	GSE121376	30664768	PMC6373728
SRP014856	GSE40131	23308112	PMC3538731
SRP059945	GSE70372	26886793	PMC4817236
SRP142608	GSE113659	29899023	PMC6223025
SRP155574	GSE117829	30577865	PMC6303871
SRP118758			
SRP125755	GSE107424	29709598	PMC5971218
SRP048735			
SRP171145	GSE123112	29155150	PMC6127037
SRP063355		26544975	PMC4636226
SRP168410	GSE122438	30559668	PMC6287206
SRP064170	GSE73423	26819139	PMC4729133
SRP107853	GSE99209	29022142	PMC5809304
SRP113639	GSE101927	28832682	PMC5568388
SRP167361	GSE122034	31019211	PMC6482152
SRP075002	GSE81405	28684431	PMC5551580
SRP075447	GSE81664	27747157	PMC5054260
GSE29181	E-GEOD-29181	22897851	PMC3422504
SRP161537			
SRP119392	GSE104583	29129686	PMC5785673
SRP117352	GSE103771	29909983	PMC6082168
SRP037775	GSE55005	25710561	PMC4339844
SRP096757	GSE93624	28805827	PMC5745037
SRP073112	GSE80153	29379199	PMC6310397
SRP152986	GSE116900		
SRP151565	GSE116393	30721860	PMC7495336
SRP110269	GSE100419		
SRP075117	GSE81439	27339988	PMC5507586
SRP069152	GSE77451	29863472	PMC6025963
SRP034561			
ERP106922			
SRP194327	GSE130531	31356597	PMC6662994
DRP003328		27897175	PMC5141340
GSE89876	E-GEOD-89876		
SRP159013	GSE119139	30742126	PMC6521980
SRP068976	GSE77314	27119355	PMC5078037
SRP185721	GSE126462		
SRP112878	GSE101622	29705805	
SRP015761			
SRP057715			
SRP151047	GSE116129	31085176	PMC6945775
SRP159943	GSE119608	30455306	PMC6294913
SRP067582	GSE76164	26755583	PMC4743802
SRP131192	GSE109491	29526696	PMC5856641
SRP159515	GSE119427	30282030	PMC6251307
SRP187152	GSE127564	30987999	PMC6548652
SRP071088	GSE78853	28322247	PMC5359599
SRP090252	GSE87189	29249359	PMC5766423
SRP166289	GSE121573	30692694	
SRP038006			
SRP082503	GSE85897	27713405	PMC5059781
SRP152919	GSE116842	30315197	PMC6185962
SRP136890	GSE112582	29874595	
SRP090475	GSE87365		
SRP156403			
SRP190001			
SRP133849	GSE111377	29769441	PMC6012511
SRP092895	GSE89647	28454729	PMC5810351
SRP187155	GSE127572	31827281	PMC6930849
SRP117614	GSE103831	29282313	PMC5824360
SRP158531	GSE118873	31004035	PMC6552412
SRP153139			
SRP021048			
SRP192833	GSE129942	31348885	
SRP103009	GSE97384	28494858	PMC5811220
SRP090787			
SRP198749	GSE131387	31178391	PMC6697408
SRP022043	GSE46579	23895045	PMC4053778
SRP126337	GSE107815	29386544	PMC5792444
SRP126580	GSE107991	29921861	PMC6008327
SRP150934			
SRP170234			
SRP119348	GSE104570	29749400	PMC6224398
SRP159842	GSE119578	30385725	PMC6238747
SRP113586	GSE101880	29134255	
SRP188982	GSE128626	31332193	PMC6646406
SRP157918	GSE118538	30504836	PMC6269447
SRP047194	GSE61476	26186191	PMC4519016
SRP172937			
SRP150023	GSE115489	30325674	PMC6338646
SRP017580	GSE42960	23474817	
SRP167217	GSE121964	30332650	PMC6248336
SRP057154	GSE67862	26430061	PMC4684695
SRP100437	GSE95122	28887413	PMC5630019
DRP000540			
SRP136244	GSE112204	29875463	PMC6015555
SRP167389	GSE122041	29590606	PMC5883941
SRP160904	GSE119699		
SRP136518	GSE112360	29706498	PMC5989658
SRP108709			
SRP121892		29456143	
DRP001142			
SRP103569			
SRP107324	GSE99065	29703781	PMC6004057
SRP121460	GSE106157	29320479	PMC5988642
DRP003740		28711606	
SRP006769	GSE29160	23856356	PMC3796946
SRP127727	GSE108627		
SRP145426	GSE113931	29880660	PMC6178954
SRP046233	GSE61162	25822018	PMC4611703
SRP139179			
SRP118536	GSE104120	29490276	PMC5905712
SRP136083	GSE112077	31076442	PMC8212351
SRP148035			
SRP166889	GSE121810	30742122	PMC6408961
SRP051405			
SRP100507	GSE95176	30814526	PMC6393509
SRP102935	GSE97341		
SRP190037	GSE129142	31552420	PMC6846710
SRP135790	GSE111894	31227543	PMC6719422
SRP008069		21890634	PMC3199453
SRP084389	GSE86413	28106042	PMC5263876
ERP021140			
SRP145599			
SRP144962	GSE114182	30137224	PMC6335211
SRP155219	GSE117657	30943405	PMC6931909
SRP190158			
SRP101790	GSE96539		
SRP059172	GSE69597		
DRP000542			
SRP034657	GSE53532	28819152	PMC5561104
SRP159650	GSE119506	31072818	PMC6605753
SRP098683	GSE94367	28988820	PMC5718961
SRP115160			
SRP136280	GSE112232		
SRP144221	GSE113937	30628888	PMC6345567
ERP109583			
SRP152201	GSE116635	31174057	PMC6556561
SRP096209	GSE93280	28132025	PMC5416847
SRP149286	GSE115059		
SRP136121	GSE111840		
SRP131067	GSE109385	29447171	PMC5831647
SRP015363	GSE40592	23559065	PMC3642378
SRP032539	GSE52082	24389009	PMC4108341
SRP057793		31243333	
SRP188219	GSE128188	31172864	PMC6732415
SRP172099	GSE123287		
SRP079672	GSE84773	28887159	
SRP144908	GSE114156	29980650	PMC6065085
SRP155137			
SRP092559	GSE89511		
SRP151260	GSE116222	30814735	
SRP077737	GSE83969	27936378	PMC5148613
SRP041252	GSE56882	26436950	PMC4632088
SRP136602	GSE112413	29752281	PMC6031357
SRP168555	GSE122485	28065665	PMC5233809
SRP128859	GSE109064	29590617	PMC5915310
SRP096285			
SRP045592			
SRP137729	GSE112762	30044225	PMC6086665
SRP097605	GSE93925		
SRP164906	GSE121069	30540963	PMC6294264
SRP151199	GSE116188		
SRP073307	GSE80282	27296695	PMC4904359
SRP063674			
SRP060744	GSE70844	26689544	PMC4745137
SRP101380			
SRP174214	GSE124268	30628724	PMC7423571
SRP006731	GSE29155	21724842	PMC3129246
SRP137723	GSE112755	30718791	PMC6361888
SRP170025	GSE122796		
ERP020769			
SRP156469	GSE118184	30449713	PMC6324730
SRP174973	GSE124530	30670076	PMC6341724
SRP127185	GSE108317	30412224	PMC6225810
SRP166862			
SRP043529	GSE58766	26282327	PMC5120589
SRP073426	GSE80361	27714068	
ERP108746			
SRP143647			
SRP143947			
SRP082125			
SRP165903	GSE121351		
SRP149572	GSE115240	29983388	PMC6093088
SRP103855	GSE97725	28609784	PMC5570033
SRP187899	GSE128028	31156710	PMC6529781
SRP013402	GSE38265	23910086	PMC3845961
SRP074298	GSE81074	27748754	
SRP137885	GSE112823	30894532	PMC6426975
SRP159870	GSE119590	32252379	PMC7230310
SRP041008	GSE56568	25097266	PMC4151758
SRP159023	GSE119149	30910979	PMC6462070
SRP118888	GSE104255		
SRP144529			
SRP014671	GSE39872	22959275	PMC3483422
SRP193386			
SRP151752	GSE116499	30135572	PMC6105679
SRP042150	GSE57862	25251678	PMC4176000
SRP190161	GSE129210	31303399	PMC6709581
SRP135684	GSE111831	30271673	PMC6157920
SRP035882	GSE54440	24598257	PMC4027157
SRP095410	GSE92632	31980816	PMC7144931
SRP140732			
SRP133851	GSE111379	30374110	PMC6206098
SRP140916	GSE113330	30533021	PMC6289441
SRP018725			
SRP124530	GSE106652	30003673	PMC6156539
SRP038137			
SRP156050	GSE118017		
SRP082399	GSE85831	28295289	
SRP074828			
SRP099174			
SRP056627	GSE67360	26866591	PMC4750973
SRP162162	GSE120202	30842217	PMC6499326
SRP186520	GSE126910	31332166	PMC6646359
SRP159884	GSE119584	30905619	PMC6458988
SRP159689	GSE119551	30550771	
SRP011903	GSE36710	22730494	PMC3441119
SRP125832	GSE107498	30145104	PMC6441625
SRP113736	GSE101983	29724161	PMC5934875
SRP059066	GSE69567	26716708	PMC4699898
ERP105150			
SRP150159	GSE115550	30012592	PMC6077712
SRP133757	GSE111305	29759990	PMC6072573
SRP096722	GSE93594	28512194	PMC5538552
SRP109387			
SRP169076			
SRP150367	GSE115701		
SRP049599	GSE63079	25501661	PMC4366298
SRP075963	GSE82110	27987431	PMC5217771
SRP172805	GSE123476	28111004	PMC5316302
SRP151932	GSE116605	32398955	PMC7211171
SRP126947	GSE108199	29199959	PMC5728719
SRP149366	GSE115112	30993572	
SRP056037	GSE66741	26522722	PMC5399154
SRP116901	GSE103549	29366785	PMC5812288
SRP090306	GSE87231	27989770	PMC5218861
SRP150227	GSE115598		
SRP080110			
SRP077235	GSE83730	27445395	PMC4973296
SRP078317	GSE84296		
SRP098574	GSE94277	28844694	PMC6791823
SRP142174	GSE113485		
SRP092600	GSE89544	28924246	PMC5603577
SRP132685			
SRP194383	GSE130564		
SRP136735	GSE112470		
SRP078441	GSE84359	28516957	PMC5454368
SRP191503	GSE129505		
SRP167893	GSE122193		
SRP169839			
DRP000595		23624526	PMC4000948
SRP136483	GSE112341	30910956	PMC6462079
SRP052991	GSE65469	28749036	PMC5787041
SRP159179			
ERP023424			
SRP142503	GSE113604	29898995	
ERP005531			
SRP168423	GSE122461		
SRP065566	GSE74508		
SRP190850	GSE129336	31396262	PMC6668488
SRP166966	GSE121862	31249312	PMC6597610
SRP144301	GSE113941	31253755	PMC6733558
SRP108562			
SRP117036	GSE103593		
SRP163035	GSE120702	30639214	PMC6372947
SRP057691	GSE68279	26896382	PMC4862831
SRP149538	GSE115209	30827679	PMC6408267
SRP139929	GSE113116	30046613	PMC6038687
SRP158171	GSE118672		
SRP166185	GSE121535	30642763	PMC6396316
SRP141733	GSE113492	31065051	PMC6505524
SRP144330	GSE113951	30282751	PMC6200646
ERP023007			
SRP183682	GSE126085	31061482	PMC6551256
SRP125231	GSE107096	29339449	PMC5789414
SRP155519	GSE117792	31216470	PMC6667192
SRP151474	GSE116350		
SRP056295	GSE67039	26968532	
SRP062902	GSE72437		
SRP158622	GSE118937	30912515	PMC6440742
